cod_dsei,Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
35,LITORAL SUL,2019,Total,Ambos os sexos,22,Estimado em dados da saúde indígena,Provisório,2020,255,
35,LITORAL SUL,2019,Total,Ambos os sexos,23,Estimado em dados da saúde indígena,Provisório,2020,233,
35,LITORAL SUL,2019,Total,Ambos os sexos,24,Estimado em dados da saúde indígena,Provisório,2020,216,
35,LITORAL SUL,2019,Total,Ambos os sexos,25,Estimado em dados da saúde indígena,Provisório,2020,186,
35,LITORAL SUL,2019,Total,Ambos os sexos,26,Estimado em dados da saúde indígena,Provisório,2020,193,
35,LITORAL SUL,2019,Total,Ambos os sexos,27,Estimado em dados da saúde indígena,Provisório,2020,162,
35,LITORAL SUL,2019,Total,Ambos os sexos,28,Estimado em dados da saúde indígena,Provisório,2020,189,
35,LITORAL SUL,2019,Total,Ambos os sexos,29,Estimado em dados da saúde indígena,Provisório,2020,170,
35,LITORAL SUL,2019,Total,Ambos os sexos,30,Estimado em dados da saúde indígena,Provisório,2020,169,
35,LITORAL SUL,2019,Total,Ambos os sexos,31,Estimado em dados da saúde indígena,Provisório,2020,150,
35,LITORAL SUL,2019,Total,Ambos os sexos,32,Estimado em dados da saúde indígena,Provisório,2020,127,
35,LITORAL SUL,2019,Total,Ambos os sexos,33,Estimado em dados da saúde indígena,Provisório,2020,132,
35,LITORAL SUL,2019,Total,Ambos os sexos,34,Estimado em dados da saúde indígena,Provisório,2020,133,
35,LITORAL SUL,2019,Total,Ambos os sexos,35,Estimado em dados da saúde indígena,Provisório,2020,124,
35,LITORAL SUL,2019,Total,Ambos os sexos,36,Estimado em dados da saúde indígena,Provisório,2020,111,
35,LITORAL SUL,2019,Total,Ambos os sexos,37,Estimado em dados da saúde indígena,Provisório,2020,122,
35,LITORAL SUL,2019,Total,Ambos os sexos,38,Estimado em dados da saúde indígena,Provisório,2020,119,
35,LITORAL SUL,2019,Total,Ambos os sexos,39,Estimado em dados da saúde indígena,Provisório,2020,126,
35,LITORAL SUL,2019,Total,Ambos os sexos,40,Estimado em dados da saúde indígena,Provisório,2020,86,
35,LITORAL SUL,2019,Total,Ambos os sexos,41,Estimado em dados da saúde indígena,Provisório,2020,82,
35,LITORAL SUL,2019,Total,Ambos os sexos,42,Estimado em dados da saúde indígena,Provisório,2020,88,
35,LITORAL SUL,2019,Total,Ambos os sexos,43,Estimado em dados da saúde indígena,Provisório,2020,85,
35,LITORAL SUL,2019,Total,Ambos os sexos,44,Estimado em dados da saúde indígena,Provisório,2020,77,
35,LITORAL SUL,2019,Total,Ambos os sexos,45,Estimado em dados da saúde indígena,Provisório,2020,84,
35,LITORAL SUL,2019,Total,Ambos os sexos,46,Estimado em dados da saúde indígena,Provisório,2020,80,
35,LITORAL SUL,2019,Total,Ambos os sexos,47,Estimado em dados da saúde indígena,Provisório,2020,76,
35,LITORAL SUL,2019,Total,Ambos os sexos,48,Estimado em dados da saúde indígena,Provisório,2020,62,
35,LITORAL SUL,2019,Total,Ambos os sexos,49,Estimado em dados da saúde indígena,Provisório,2020,62,
35,LITORAL SUL,2019,Total,Ambos os sexos,50,Estimado em dados da saúde indígena,Provisório,2020,47,
35,LITORAL SUL,2019,Total,Ambos os sexos,51,Estimado em dados da saúde indígena,Provisório,2020,40,
35,LITORAL SUL,2019,Total,Ambos os sexos,52,Estimado em dados da saúde indígena,Provisório,2020,55,
35,LITORAL SUL,2019,Total,Ambos os sexos,53,Estimado em dados da saúde indígena,Provisório,2020,44,
35,LITORAL SUL,2019,Total,Ambos os sexos,54,Estimado em dados da saúde indígena,Provisório,2020,40,
35,LITORAL SUL,2019,Total,Ambos os sexos,55,Estimado em dados da saúde indígena,Provisório,2020,49,
35,LITORAL SUL,2019,Total,Ambos os sexos,56,Estimado em dados da saúde indígena,Provisório,2020,29,
35,LITORAL SUL,2019,Total,Ambos os sexos,57,Estimado em dados da saúde indígena,Provisório,2020,37,
35,LITORAL SUL,2019,Total,Ambos os sexos,58,Estimado em dados da saúde indígena,Provisório,2020,21,
35,LITORAL SUL,2019,Total,Ambos os sexos,59,Estimado em dados da saúde indígena,Provisório,2020,31,
35,LITORAL SUL,2019,Total,Ambos os sexos,60,Estimado em dados da saúde indígena,Provisório,2020,27,
35,LITORAL SUL,2019,Total,Ambos os sexos,61,Estimado em dados da saúde indígena,Provisório,2020,28,
35,LITORAL SUL,2019,Total,Ambos os sexos,62,Estimado em dados da saúde indígena,Provisório,2020,17,
35,LITORAL SUL,2019,Total,Ambos os sexos,63,Estimado em dados da saúde indígena,Provisório,2020,19,
35,LITORAL SUL,2019,Total,Ambos os sexos,64,Estimado em dados da saúde indígena,Provisório,2020,23,
35,LITORAL SUL,2019,Total,Ambos os sexos,65,Estimado em dados da saúde indígena,Provisório,2020,28,
35,LITORAL SUL,2019,Total,Ambos os sexos,66,Estimado em dados da saúde indígena,Provisório,2020,13,
35,LITORAL SUL,2019,Total,Ambos os sexos,67,Estimado em dados da saúde indígena,Provisório,2020,16,
35,LITORAL SUL,2019,Total,Ambos os sexos,68,Estimado em dados da saúde indígena,Provisório,2020,17,
35,LITORAL SUL,2019,Total,Ambos os sexos,69,Estimado em dados da saúde indígena,Provisório,2020,34,
35,LITORAL SUL,2019,Total,Ambos os sexos,70,Estimado em dados da saúde indígena,Provisório,2020,19,
35,LITORAL SUL,2019,Total,Ambos os sexos,71,Estimado em dados da saúde indígena,Provisório,2020,10,
35,LITORAL SUL,2019,Total,Ambos os sexos,72,Estimado em dados da saúde indígena,Provisório,2020,18,
35,LITORAL SUL,2019,Total,Ambos os sexos,73,Estimado em dados da saúde indígena,Provisório,2020,11,
35,LITORAL SUL,2019,Total,Ambos os sexos,74,Estimado em dados da saúde indígena,Provisório,2020,20,
35,LITORAL SUL,2019,Total,Ambos os sexos,75,Estimado em dados da saúde indígena,Provisório,2020,25,
35,LITORAL SUL,2019,Total,Ambos os sexos,76,Estimado em dados da saúde indígena,Provisório,2020,7,
35,LITORAL SUL,2019,Total,Ambos os sexos,77,Estimado em dados da saúde indígena,Provisório,2020,13,
35,LITORAL SUL,2019,Total,Ambos os sexos,78,Estimado em dados da saúde indígena,Provisório,2020,14,
35,LITORAL SUL,2019,Total,Ambos os sexos,79,Estimado em dados da saúde indígena,Provisório,2020,19,
35,LITORAL SUL,2019,Total,Ambos os sexos,80,Estimado em dados da saúde indígena,Provisório,2020,7,
35,LITORAL SUL,2019,Total,Ambos os sexos,81,Estimado em dados da saúde indígena,Provisório,2020,12,
35,LITORAL SUL,2019,Total,Ambos os sexos,82,Estimado em dados da saúde indígena,Provisório,2020,17,
35,LITORAL SUL,2019,Total,Ambos os sexos,83,Estimado em dados da saúde indígena,Provisório,2020,5,
35,LITORAL SUL,2019,Total,Ambos os sexos,84,Estimado em dados da saúde indígena,Provisório,2020,7,
35,LITORAL SUL,2019,Total,Ambos os sexos,85,Estimado em dados da saúde indígena,Provisório,2020,8,
35,LITORAL SUL,2019,Total,Ambos os sexos,86,Estimado em dados da saúde indígena,Provisório,2020,1,
35,LITORAL SUL,2019,Total,Ambos os sexos,87,Estimado em dados da saúde indígena,Provisório,2020,5,
35,LITORAL SUL,2019,Total,Ambos os sexos,88,Estimado em dados da saúde indígena,Provisório,2020,7,
35,LITORAL SUL,2019,Total,Ambos os sexos,89,Estimado em dados da saúde indígena,Provisório,2020,8,
35,LITORAL SUL,2019,Total,Ambos os sexos,90,Estimado em dados da saúde indígena,Provisório,2020,6,
35,LITORAL SUL,2019,Total,Ambos os sexos,91,Estimado em dados da saúde indígena,Provisório,2020,4,
35,LITORAL SUL,2019,Total,Ambos os sexos,92,Estimado em dados da saúde indígena,Provisório,2020,8,
35,LITORAL SUL,2019,Total,Ambos os sexos,93,Estimado em dados da saúde indígena,Provisório,2020,3,
35,LITORAL SUL,2019,Total,Ambos os sexos,94,Estimado em dados da saúde indígena,Provisório,2020,5,
35,LITORAL SUL,2019,Total,Ambos os sexos,95,Estimado em dados da saúde indígena,Provisório,2020,3,
35,LITORAL SUL,2019,Total,Ambos os sexos,96,Estimado em dados da saúde indígena,Provisório,2020,12,
35,LITORAL SUL,2019,Total,Ambos os sexos,97,Estimado em dados da saúde indígena,Provisório,2020,3,
35,LITORAL SUL,2019,Total,Ambos os sexos,98,Estimado em dados da saúde indígena,Provisório,2020,6,
35,LITORAL SUL,2019,Total,Ambos os sexos,99,Estimado em dados da saúde indígena,Provisório,2020,2,
35,LITORAL SUL,2019,Total,Ambos os sexos,100,Estimado em dados da saúde indígena,Provisório,2020,3,
35,LITORAL SUL,2019,Total,Ambos os sexos,101,Estimado em dados da saúde indígena,Provisório,2020,3,
35,LITORAL SUL,2019,Total,Ambos os sexos,103,Estimado em dados da saúde indígena,Provisório,2020,2,
35,LITORAL SUL,2019,Total,Ambos os sexos,104,Estimado em dados da saúde indígena,Provisório,2020,2,
35,LITORAL SUL,2019,Total,Ambos os sexos,107,Estimado em dados da saúde indígena,Provisório,2020,1,
35,LITORAL SUL,2019,Total,Ambos os sexos,114,Estimado em dados da saúde indígena,Provisório,2020,1,
35,LITORAL SUL,2019,Total,Ambos os sexos,119,Estimado em dados da saúde indígena,Provisório,2020,1,
36,INTERIOR SUL,2019,Total,Ambos os sexos,0,Estimado em dados da saúde indígena,Provisório,2020,980,
36,INTERIOR SUL,2019,Total,Ambos os sexos,1,Estimado em dados da saúde indígena,Provisório,2020,1318,
36,INTERIOR SUL,2019,Total,Ambos os sexos,2,Estimado em dados da saúde indígena,Provisório,2020,1286,
36,INTERIOR SUL,2019,Total,Ambos os sexos,3,Estimado em dados da saúde indígena,Provisório,2020,1292,
36,INTERIOR SUL,2019,Total,Ambos os sexos,4,Estimado em dados da saúde indígena,Provisório,2020,1460,
36,INTERIOR SUL,2019,Total,Ambos os sexos,5,Estimado em dados da saúde indígena,Provisório,2020,1434,
36,INTERIOR SUL,2019,Total,Ambos os sexos,6,Estimado em dados da saúde indígena,Provisório,2020,1370,
36,INTERIOR SUL,2019,Total,Ambos os sexos,7,Estimado em dados da saúde indígena,Provisório,2020,1375,
36,INTERIOR SUL,2019,Total,Ambos os sexos,8,Estimado em dados da saúde indígena,Provisório,2020,1266,
36,INTERIOR SUL,2019,Total,Ambos os sexos,9,Estimado em dados da saúde indígena,Provisório,2020,1159,
36,INTERIOR SUL,2019,Total,Ambos os sexos,10,Estimado em dados da saúde indígena,Provisório,2020,1246,
36,INTERIOR SUL,2019,Total,Ambos os sexos,11,Estimado em dados da saúde indígena,Provisório,2020,1115,
36,INTERIOR SUL,2019,Total,Ambos os sexos,12,Estimado em dados da saúde indígena,Provisório,2020,1019,
36,INTERIOR SUL,2019,Total,Ambos os sexos,13,Estimado em dados da saúde indígena,Provisório,2020,1197,
36,INTERIOR SUL,2019,Total,Ambos os sexos,14,Estimado em dados da saúde indígena,Provisório,2020,1425,
36,INTERIOR SUL,2019,Total,Ambos os sexos,15,Estimado em dados da saúde indígena,Provisório,2020,1398,
36,INTERIOR SUL,2019,Total,Ambos os sexos,16,Estimado em dados da saúde indígena,Provisório,2020,1369,
36,INTERIOR SUL,2019,Total,Ambos os sexos,17,Estimado em dados da saúde indígena,Provisório,2020,1433,
36,INTERIOR SUL,2019,Total,Ambos os sexos,18,Estimado em dados da saúde indígena,Provisório,2020,1505,
36,INTERIOR SUL,2019,Total,Ambos os sexos,19,Estimado em dados da saúde indígena,Provisório,2020,1403,
36,INTERIOR SUL,2019,Total,Ambos os sexos,20,Estimado em dados da saúde indígena,Provisório,2020,1448,
36,INTERIOR SUL,2019,Total,Ambos os sexos,21,Estimado em dados da saúde indígena,Provisório,2020,1339,
36,INTERIOR SUL,2019,Total,Ambos os sexos,22,Estimado em dados da saúde indígena,Provisório,2020,1353,
36,INTERIOR SUL,2019,Total,Ambos os sexos,23,Estimado em dados da saúde indígena,Provisório,2020,1252,
36,INTERIOR SUL,2019,Total,Ambos os sexos,24,Estimado em dados da saúde indígena,Provisório,2020,1176,
36,INTERIOR SUL,2019,Total,Ambos os sexos,25,Estimado em dados da saúde indígena,Provisório,2020,1070,
36,INTERIOR SUL,2019,Total,Ambos os sexos,26,Estimado em dados da saúde indígena,Provisório,2020,978,
36,INTERIOR SUL,2019,Total,Ambos os sexos,27,Estimado em dados da saúde indígena,Provisório,2020,967,
36,INTERIOR SUL,2019,Total,Ambos os sexos,28,Estimado em dados da saúde indígena,Provisório,2020,835,
36,INTERIOR SUL,2019,Total,Ambos os sexos,29,Estimado em dados da saúde indígena,Provisório,2020,894,
36,INTERIOR SUL,2019,Total,Ambos os sexos,30,Estimado em dados da saúde indígena,Provisório,2020,822,
36,INTERIOR SUL,2019,Total,Ambos os sexos,31,Estimado em dados da saúde indígena,Provisório,2020,761,
36,INTERIOR SUL,2019,Total,Ambos os sexos,32,Estimado em dados da saúde indígena,Provisório,2020,780,
36,INTERIOR SUL,2019,Total,Ambos os sexos,33,Estimado em dados da saúde indígena,Provisório,2020,739,
36,INTERIOR SUL,2019,Total,Ambos os sexos,34,Estimado em dados da saúde indígena,Provisório,2020,748,
36,INTERIOR SUL,2019,Total,Ambos os sexos,35,Estimado em dados da saúde indígena,Provisório,2020,679,
36,INTERIOR SUL,2019,Total,Ambos os sexos,36,Estimado em dados da saúde indígena,Provisório,2020,649,
36,INTERIOR SUL,2019,Total,Ambos os sexos,37,Estimado em dados da saúde indígena,Provisório,2020,732,
36,INTERIOR SUL,2019,Total,Ambos os sexos,38,Estimado em dados da saúde indígena,Provisório,2020,673,
36,INTERIOR SUL,2019,Total,Ambos os sexos,39,Estimado em dados da saúde indígena,Provisório,2020,630,
36,INTERIOR SUL,2019,Total,Ambos os sexos,40,Estimado em dados da saúde indígena,Provisório,2020,560,
36,INTERIOR SUL,2019,Total,Ambos os sexos,41,Estimado em dados da saúde indígena,Provisório,2020,535,
36,INTERIOR SUL,2019,Total,Ambos os sexos,42,Estimado em dados da saúde indígena,Provisório,2020,535,
36,INTERIOR SUL,2019,Total,Ambos os sexos,43,Estimado em dados da saúde indígena,Provisório,2020,431,
36,INTERIOR SUL,2019,Total,Ambos os sexos,44,Estimado em dados da saúde indígena,Provisório,2020,449,
36,INTERIOR SUL,2019,Total,Ambos os sexos,45,Estimado em dados da saúde indígena,Provisório,2020,480,
36,INTERIOR SUL,2019,Total,Ambos os sexos,46,Estimado em dados da saúde indígena,Provisório,2020,439,
36,INTERIOR SUL,2019,Total,Ambos os sexos,47,Estimado em dados da saúde indígena,Provisório,2020,402,
36,INTERIOR SUL,2019,Total,Ambos os sexos,48,Estimado em dados da saúde indígena,Provisório,2020,378,
36,INTERIOR SUL,2019,Total,Ambos os sexos,49,Estimado em dados da saúde indígena,Provisório,2020,406,
36,INTERIOR SUL,2019,Total,Ambos os sexos,50,Estimado em dados da saúde indígena,Provisório,2020,386,
36,INTERIOR SUL,2019,Total,Ambos os sexos,51,Estimado em dados da saúde indígena,Provisório,2020,334,
36,INTERIOR SUL,2019,Total,Ambos os sexos,52,Estimado em dados da saúde indígena,Provisório,2020,315,
36,INTERIOR SUL,2019,Total,Ambos os sexos,53,Estimado em dados da saúde indígena,Provisório,2020,261,
36,INTERIOR SUL,2019,Total,Ambos os sexos,54,Estimado em dados da saúde indígena,Provisório,2020,264,
36,INTERIOR SUL,2019,Total,Ambos os sexos,55,Estimado em dados da saúde indígena,Provisório,2020,252,
36,INTERIOR SUL,2019,Total,Ambos os sexos,56,Estimado em dados da saúde indígena,Provisório,2020,243,
36,INTERIOR SUL,2019,Total,Ambos os sexos,57,Estimado em dados da saúde indígena,Provisório,2020,259,
36,INTERIOR SUL,2019,Total,Ambos os sexos,58,Estimado em dados da saúde indígena,Provisório,2020,225,
36,INTERIOR SUL,2019,Total,Ambos os sexos,59,Estimado em dados da saúde indígena,Provisório,2020,241,
36,INTERIOR SUL,2019,Total,Ambos os sexos,60,Estimado em dados da saúde indígena,Provisório,2020,200,
36,INTERIOR SUL,2019,Total,Ambos os sexos,61,Estimado em dados da saúde indígena,Provisório,2020,182,
36,INTERIOR SUL,2019,Total,Ambos os sexos,62,Estimado em dados da saúde indígena,Provisório,2020,179,
36,INTERIOR SUL,2019,Total,Ambos os sexos,63,Estimado em dados da saúde indígena,Provisório,2020,178,
36,INTERIOR SUL,2019,Total,Ambos os sexos,64,Estimado em dados da saúde indígena,Provisório,2020,142,
36,INTERIOR SUL,2019,Total,Ambos os sexos,65,Estimado em dados da saúde indígena,Provisório,2020,164,
36,INTERIOR SUL,2019,Total,Ambos os sexos,66,Estimado em dados da saúde indígena,Provisório,2020,138,
36,INTERIOR SUL,2019,Total,Ambos os sexos,67,Estimado em dados da saúde indígena,Provisório,2020,112,
36,INTERIOR SUL,2019,Total,Ambos os sexos,68,Estimado em dados da saúde indígena,Provisório,2020,101,
36,INTERIOR SUL,2019,Total,Ambos os sexos,69,Estimado em dados da saúde indígena,Provisório,2020,130,
36,INTERIOR SUL,2019,Total,Ambos os sexos,70,Estimado em dados da saúde indígena,Provisório,2020,81,
36,INTERIOR SUL,2019,Total,Ambos os sexos,71,Estimado em dados da saúde indígena,Provisório,2020,83,
36,INTERIOR SUL,2019,Total,Ambos os sexos,72,Estimado em dados da saúde indígena,Provisório,2020,87,
36,INTERIOR SUL,2019,Total,Ambos os sexos,73,Estimado em dados da saúde indígena,Provisório,2020,76,
36,INTERIOR SUL,2019,Total,Ambos os sexos,74,Estimado em dados da saúde indígena,Provisório,2020,109,
36,INTERIOR SUL,2019,Total,Ambos os sexos,75,Estimado em dados da saúde indígena,Provisório,2020,64,
36,INTERIOR SUL,2019,Total,Ambos os sexos,76,Estimado em dados da saúde indígena,Provisório,2020,64,
36,INTERIOR SUL,2019,Total,Ambos os sexos,77,Estimado em dados da saúde indígena,Provisório,2020,73,
36,INTERIOR SUL,2019,Total,Ambos os sexos,78,Estimado em dados da saúde indígena,Provisório,2020,63,
36,INTERIOR SUL,2019,Total,Ambos os sexos,79,Estimado em dados da saúde indígena,Provisório,2020,79,
36,INTERIOR SUL,2019,Total,Ambos os sexos,80,Estimado em dados da saúde indígena,Provisório,2020,59,
36,INTERIOR SUL,2019,Total,Ambos os sexos,81,Estimado em dados da saúde indígena,Provisório,2020,47,
36,INTERIOR SUL,2019,Total,Ambos os sexos,82,Estimado em dados da saúde indígena,Provisório,2020,43,
36,INTERIOR SUL,2019,Total,Ambos os sexos,83,Estimado em dados da saúde indígena,Provisório,2020,41,
36,INTERIOR SUL,2019,Total,Ambos os sexos,84,Estimado em dados da saúde indígena,Provisório,2020,43,
36,INTERIOR SUL,2019,Total,Ambos os sexos,85,Estimado em dados da saúde indígena,Provisório,2020,30,
36,INTERIOR SUL,2019,Total,Ambos os sexos,86,Estimado em dados da saúde indígena,Provisório,2020,37,
36,INTERIOR SUL,2019,Total,Ambos os sexos,87,Estimado em dados da saúde indígena,Provisório,2020,30,
36,INTERIOR SUL,2019,Total,Ambos os sexos,88,Estimado em dados da saúde indígena,Provisório,2020,16,
36,INTERIOR SUL,2019,Total,Ambos os sexos,89,Estimado em dados da saúde indígena,Provisório,2020,38,
36,INTERIOR SUL,2019,Total,Ambos os sexos,90,Estimado em dados da saúde indígena,Provisório,2020,27,
36,INTERIOR SUL,2019,Total,Ambos os sexos,91,Estimado em dados da saúde indígena,Provisório,2020,23,
36,INTERIOR SUL,2019,Total,Ambos os sexos,92,Estimado em dados da saúde indígena,Provisório,2020,11,
36,INTERIOR SUL,2019,Total,Ambos os sexos,93,Estimado em dados da saúde indígena,Provisório,2020,13,
36,INTERIOR SUL,2019,Total,Ambos os sexos,94,Estimado em dados da saúde indígena,Provisório,2020,8,
36,INTERIOR SUL,2019,Total,Ambos os sexos,95,Estimado em dados da saúde indígena,Provisório,2020,24,
36,INTERIOR SUL,2019,Total,Ambos os sexos,96,Estimado em dados da saúde indígena,Provisório,2020,22,
36,INTERIOR SUL,2019,Total,Ambos os sexos,97,Estimado em dados da saúde indígena,Provisório,2020,22,
36,INTERIOR SUL,2019,Total,Ambos os sexos,98,Estimado em dados da saúde indígena,Provisório,2020,13,
36,INTERIOR SUL,2019,Total,Ambos os sexos,99,Estimado em dados da saúde indígena,Provisório,2020,26,
36,INTERIOR SUL,2019,Total,Ambos os sexos,100,Estimado em dados da saúde indígena,Provisório,2020,14,
